9873,9978,9983,9984,9985,10013,10028,10085,10176,10197,10283,10347,10396,10399,10438,10449,10450,10456,10547,10586,12022,12029,12570,12574,12577,17122,17159,17162,20104,20157,30158
5052646,5038450,4987406,5040636,5017060,5060569,5059767,5030184,4986922,4990430,5036190,5002356,5047450,5059922,5113073,5073728,5080789,5016706,5055304,4999315,5000087,5078987,5073500,4994371,4998110,5035238,5014860,5084478,5040815,5004590,5043674
502058,543458,493238,593101,538042,531623,537706,631718,663580,671752,518405,641122,521343,550116,567873,486035,591371,538829,546847,582066,573153,531045,505203,492461,579872,515435,567712,538586,546236,512932,595467
